id,run,step,nb_created_data,nb_lost_data
68,0,119,120,2
68,0,120,121,2
68,0,121,122,2
68,0,122,123,2
68,0,123,124,2
68,0,124,125,2
68,0,125,126,2
68,0,126,127,2
68,0,127,128,2
68,0,128,129,2
68,0,129,130,2
68,0,130,131,2
68,0,131,132,2
68,0,132,133,2
68,0,133,134,2
68,0,134,135,2
68,0,135,136,2
68,0,136,137,2
68,0,137,138,2
68,0,138,139,2
68,0,139,140,2
68,0,140,141,2
68,0,141,142,2
68,0,142,143,2
68,0,143,144,2
68,0,144,145,2
68,0,145,146,2
68,0,146,147,2
68,0,147,148,2
68,0,148,149,2
68,0,149,150,2
68,0,150,151,2
68,0,151,152,2
68,0,152,153,2
68,0,153,154,2
68,0,154,155,2
68,0,155,156,2
68,0,156,157,2
68,0,157,158,2
68,0,158,159,2
68,0,159,160,2
68,0,160,161,2
68,0,161,162,2
68,0,162,163,2
68,0,163,164,2
68,0,164,165,2
68,0,165,166,14
68,0,166,167,14
68,0,167,168,14
68,0,168,169,14
68,0,169,170,21
68,0,170,171,24
68,0,171,172,24
68,0,172,173,24
68,0,173,174,38
68,0,174,175,41
68,0,175,176,41
68,0,176,177,41
68,0,177,178,52
68,0,178,179,71
68,0,179,180,71
68,0,180,181,71
68,0,181,182,76
68,0,182,183,100
68,0,183,184,100
68,0,184,185,100
68,0,185,186,100
68,0,186,187,100
68,0,187,188,109
68,0,188,189,129
68,0,189,190,129
68,0,190,191,129
68,0,191,192,149
68,0,192,193,149
68,0,193,194,149
68,0,194,195,174
68,0,195,196,187
68,0,196,197,187
68,0,197,198,187
68,0,198,199,197
68,0,199,200,208
68,0,200,201,208
68,0,201,202,208
68,0,202,203,222
68,0,203,204,232
68,0,204,205,232
68,0,205,206,232
68,0,206,207,239
68,0,207,208,244
68,0,208,209,244
68,0,209,210,244
68,0,210,211,246
68,0,211,212,246
68,0,212,213,246
68,0,213,214,246
68,0,214,215,246
68,0,215,216,246
68,0,216,217,246
68,0,217,218,246
68,0,218,219,246
68,0,219,220,246
68,0,220,221,246
68,0,221,222,246
68,0,222,223,246
68,0,223,224,246
68,0,224,225,246
68,0,225,226,246
68,0,226,227,246
68,0,227,228,246
68,0,228,229,246
68,0,229,230,246
68,0,230,231,246
68,0,231,232,246
68,0,232,233,246
68,0,233,234,246
68,0,234,235,246
68,0,235,236,246
68,0,236,237,246
68,0,237,238,246
68,0,238,239,246
68,0,239,240,246
68,0,240,241,246
68,0,241,242,246
68,0,242,243,246
68,0,243,244,246
68,0,244,245,246
68,0,245,246,246
68,0,246,247,246
68,0,247,248,246
68,0,248,249,246
68,0,249,250,246
68,0,250,251,246
68,0,251,252,246
68,0,252,253,246
68,0,253,254,246
68,0,254,255,246
68,0,255,256,246
68,0,256,257,246
68,0,257,258,246
68,0,258,259,246
68,0,259,260,246
68,0,260,261,246
68,0,261,262,246
68,0,262,263,246
68,0,263,264,246
68,0,264,265,246
68,0,265,266,246
68,0,266,267,246
68,0,267,268,246
68,0,268,269,246
68,0,269,270,246
68,0,270,271,246
68,0,271,272,246
68,0,272,273,246
68,0,273,274,246
68,0,274,275,246
68,0,275,276,246
68,0,276,277,246
68,0,277,278,246
68,0,278,279,246
68,0,279,280,246
68,0,280,281,246
68,0,281,282,246
68,0,282,283,246
68,0,283,284,246
68,0,284,285,246
68,0,285,286,246
68,0,286,287,246
68,0,287,288,246
68,0,288,289,246
68,0,289,290,246
68,0,290,291,246
68,0,291,292,246
68,0,292,293,246
68,0,293,294,246
68,0,294,295,246
68,0,295,296,246
68,0,296,297,246
68,0,297,298,246
68,0,298,299,246
68,0,299,300,246
68,0,300,301,246
68,0,301,302,246
68,0,302,303,246
68,0,303,304,246
68,0,304,305,246
68,0,305,306,246
68,0,306,307,247
68,0,307,308,247
68,0,308,309,247
68,0,309,310,247
68,0,310,311,247
68,0,311,312,247
68,0,312,313,247
68,0,313,314,247
68,0,314,315,247
68,0,315,316,247
68,0,316,317,247
68,0,317,318,247
68,0,318,319,247
68,0,319,320,247
68,0,320,321,247
68,0,321,322,247
68,0,322,323,247
68,0,323,324,247
68,0,324,325,247
68,0,325,326,247
68,0,326,327,247
68,0,327,328,247
68,0,328,329,247
68,0,329,330,247
68,0,330,331,247
68,0,331,332,247
68,0,332,333,247
68,0,333,334,247
68,0,334,335,247
68,0,335,336,247
68,0,336,337,247
68,0,337,338,247
68,0,338,339,247
68,0,339,340,247
68,0,340,341,247
68,0,341,342,247
68,0,342,343,247
68,0,343,344,247
68,0,344,345,247
68,0,345,346,247
68,0,346,347,249
68,0,347,348,253
68,0,348,349,253
68,0,349,350,253
68,0,350,351,270
68,0,351,352,281
68,0,352,353,281
68,0,353,354,281
68,0,354,355,298
68,0,355,356,310
68,0,356,357,310
68,0,357,358,310
68,0,358,359,327
68,0,359,360,338
68,0,360,361,338
68,0,361,362,338
68,0,362,363,361
68,0,363,364,379
68,0,364,365,379
68,0,365,366,379
68,0,366,367,379
68,0,367,368,379
68,0,368,369,384
68,0,369,370,409
68,0,370,371,409
68,0,371,372,409
68,0,372,373,409
68,0,373,374,417
68,0,374,375,421
68,0,375,376,421
68,0,376,377,421
68,0,377,378,426
68,0,378,379,426
68,0,379,380,426
68,0,380,381,426
68,0,381,382,426
68,0,382,383,426
68,0,383,384,426
68,0,384,385,426
68,0,385,386,426
68,0,386,387,426
68,0,387,388,426
68,0,388,389,426
68,0,389,390,426
68,0,390,391,426
68,0,391,392,426
68,0,392,393,426
68,0,393,394,426
68,0,394,395,426
68,0,395,396,426
68,0,396,397,426
68,0,397,398,426
68,0,398,399,426
68,0,399,400,427
68,0,400,401,442
68,0,401,402,442
68,0,402,403,442
68,0,403,404,460
68,0,404,405,476
68,0,405,406,476
68,0,406,407,476
68,0,407,408,494
68,0,408,409,510
68,0,409,410,510
68,0,410,411,510
68,0,411,412,510
68,0,412,413,510
68,0,413,414,510
68,0,414,415,510
68,0,415,416,514
68,0,416,417,514
68,0,417,418,514
68,0,418,419,514
68,0,419,420,514
68,0,420,421,514
68,0,421,422,514
68,0,422,423,514
68,0,423,424,514
68,0,424,425,514
68,0,425,426,514
68,0,426,427,514
68,0,427,428,514
68,0,428,429,514
68,0,429,430,514
68,0,430,431,514
68,0,431,432,514
68,0,432,433,514
68,0,433,434,514
68,0,434,435,514
68,0,435,436,522
68,0,436,437,522
68,0,437,438,522
68,0,438,439,522
68,0,439,440,531
68,0,440,441,531
68,0,441,442,531
68,0,442,443,531
68,0,443,444,531
68,0,444,445,531
68,0,445,446,531
68,0,446,447,531
68,0,447,448,531
68,0,448,449,531
68,0,449,450,531
68,0,450,451,531
68,0,451,452,531
68,0,452,453,531
68,0,453,454,531
68,0,454,455,531
68,0,455,456,531
68,0,456,457,531
68,0,457,458,531
68,0,458,459,531
68,0,459,460,531
68,0,460,461,531
68,0,461,462,531
68,0,462,463,531
68,0,463,464,531
68,0,464,465,531
68,0,465,466,531
68,0,466,467,531
68,0,467,468,531
68,0,468,469,531
68,0,469,470,531
68,0,470,471,531
68,0,471,472,531
68,0,472,473,531
68,0,473,474,531
68,0,474,475,531
68,0,475,476,531
68,0,476,477,531
68,0,477,478,531
68,0,478,479,531
68,0,479,480,531
68,0,480,481,531
68,0,481,482,531
68,0,482,483,531
68,0,483,484,531
68,0,484,485,531
68,0,485,486,531
68,0,486,487,531
68,0,487,488,531
68,0,488,489,531
68,0,489,490,531
68,0,490,491,531
68,0,491,492,531
68,0,492,493,531
68,0,493,494,531
68,0,494,495,531
68,0,495,496,531
68,0,496,497,531
68,0,497,498,531
68,0,498,499,531
68,0,499,500,531
